gene_symbol,compound_id,smiles,hcl_solubility,caco2_permeability,logp,qed,toxicity_score,admet_score
GRIN1,CHEMBL305187,CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,-4.272146400000002,2.4159,3.7688000000000033,0.8793321565506861,0.5703242421150208,0.6488494463306996
SNCA,CHEMBL297453,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,-4.294477363636364,1.0143,2.233199999999999,0.21150323672030336,0.6893929839134216,0.1496954407131355
SNCA,CHEMBL297453,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,-4.294477363636364,1.0143,2.233199999999999,0.21150323672030336,0.6893929839134216,0.1496954407131355
LRRK2,CHEMBL3639728,COc1ncc(F)cc1CNc1ccc(Cc2c[nH]c3ncc(C)cc23)c(F)n1,-5.04656526896552,2.8674,4.151020000000003,0.4798550589849475,0.6593830585479736,0.5319502947517817
LRRK2,CHEMBL1738757,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc4ncccc4c3)c(F)c2)ccn1,-7.173864673170737,2.4314,6.048000000000005,0.23533930873193037,0.7628812193870544,0.2389800933380336
VPS35,CHEMBL1232461,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,-4.860830733333336,2.8423,3.6560200000000025,0.6786134146458529,0.6459736227989197,0.5968053228874133
PARK7,CHEMBL1232461,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,-4.860830733333336,2.8423,3.6560200000000025,0.6786134146458529,0.6459736227989197,0.5968053228874133
LRRK2,CHEMBL3545311,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,-6.473151000000001,2.888,5.090000000000003,0.3521921877728202,0.6859402060508728,0.3214488021616089
LRRK2,CHEMBL38380,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,-2.6523752000000003,2.888,1.2187999999999999,0.9034566339582102,0.5443573594093323,0.7434822783646634
LRRK2,CHEMBL535,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,-4.230290255172415,2.8499,3.3349400000000013,0.6263032743124629,0.6112485527992249,0.6049006113505231
LRRK2,CHEMBL38380,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,-2.6523752000000003,2.888,1.2187999999999999,0.9034566339582102,0.5443573594093323,0.7434822783646634
LRRK2,CHEMBL535,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,-4.230290255172415,2.8499,3.3349400000000013,0.6263032743124629,0.6112485527992249,0.6049006113505231
LRRK2,CHEMBL535,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,-4.230290255172415,2.8499,3.3349400000000013,0.6263032743124629,0.6112485527992249,0.6049006113505231
LRRK2,CHEMBL535,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,-4.230290255172415,2.8499,3.3349400000000013,0.6263032743124629,0.6112485527992249,0.6049006113505231
MAPT,CHEMBL4804173,Nc1c(F)ccc2cnc(-n3ccc4ccncc43)cc12,-4.24477180952381,2.9483,3.295000000000001,0.5434522473911588,0.6154587268829346,0.5883326199619912
GRIN1,CHEMBL5095074,Oc1ccc([C@@H](O)CN2C[C@H]3C[C@H](Oc4ccccc4F)C[C@H]3C2)nc1,-3.805632061538463,2.398,2.749100000000001,0.8603916813911494,0.5822450518608093,0.6471313476283328
LRRK2,CHEMBL3122113,CNc1nc(Nc2cn(C(C)(C)C#N)nc2C)ncc1C(F)(F)F,-3.936890666666668,2.8206,3.0443000000000016,0.889486535263782,0.5680604577064514,0.6997500099338658
LRRK2,CHEMBL3122113,CNc1nc(Nc2cn(C(C)(C)C#N)nc2C)ncc1C(F)(F)F,-3.936890666666668,2.8206,3.0443000000000016,0.889486535263782,0.5680604577064514,0.6997500099338658
LRRK2,CHEMBL3122113,CNc1nc(Nc2cn(C(C)(C)C#N)nc2C)ncc1C(F)(F)F,-3.936890666666668,2.8206,3.0443000000000016,0.889486535263782,0.5680604577064514,0.6997500099338658
LRRK2,CHEMBL3122113,CNc1nc(Nc2cn(C(C)(C)C#N)nc2C)ncc1C(F)(F)F,-3.936890666666668,2.8206,3.0443000000000016,0.889486535263782,0.5680604577064514,0.6997500099338658
LRRK2,CHEMBL3122113,CNc1nc(Nc2cn(C(C)(C)C#N)nc2C)ncc1C(F)(F)F,-3.936890666666668,2.8206,3.0443000000000016,0.889486535263782,0.5680604577064514,0.6997500099338658
LRRK2,CHEMBL3122113,CNc1nc(Nc2cn(C(C)(C)C#N)nc2C)ncc1C(F)(F)F,-3.936890666666668,2.8206,3.0443000000000016,0.889486535263782,0.5680604577064514,0.6997500099338658
LRRK2,CHEMBL3122113,CNc1nc(Nc2cn(C(C)(C)C#N)nc2C)ncc1C(F)(F)F,-3.936890666666668,2.8206,3.0443000000000016,0.889486535263782,0.5680604577064514,0.6997500099338658
LRRK2,CHEMBL3122113,CNc1nc(Nc2cn(C(C)(C)C#N)nc2C)ncc1C(F)(F)F,-3.936890666666668,2.8206,3.0443000000000016,0.889486535263782,0.5680604577064514,0.6997500099338658
LRRK2,CHEMBL3122113,CNc1nc(Nc2cn(C(C)(C)C#N)nc2C)ncc1C(F)(F)F,-3.936890666666668,2.8206,3.0443000000000016,0.889486535263782,0.5680604577064514,0.6997500099338658
LRRK2,CHEMBL3122113,CNc1nc(Nc2cn(C(C)(C)C#N)nc2C)ncc1C(F)(F)F,-3.936890666666668,2.8206,3.0443000000000016,0.889486535263782,0.5680604577064514,0.6997500099338658
LRRK2,CHEMBL3122113,CNc1nc(Nc2cn(C(C)(C)C#N)nc2C)ncc1C(F)(F)F,-3.936890666666668,2.8206,3.0443000000000016,0.889486535263782,0.5680604577064514,0.6997500099338658
LRRK2,CHEMBL3122113,CNc1nc(Nc2cn(C(C)(C)C#N)nc2C)ncc1C(F)(F)F,-3.936890666666668,2.8206,3.0443000000000016,0.889486535263782,0.5680604577064514,0.6997500099338658
SNCA,CHEMBL1908919,CNc1ccc(/C=C/c2ccc(OCCOCCOCCF)nc2)cc1,-3.9395742615384632,2.9624,3.675200000000003,0.5854024605222118,0.5915961861610413,0.6155903970775819
MAPT,CHEMBL1908919,CNc1ccc(/C=C/c2ccc(OCCOCCOCCF)nc2)cc1,-3.9395742615384632,2.9624,3.675200000000003,0.5854024605222118,0.5915961861610413,0.6155903970775819
SNCA,CHEMBL5095072,CCCC[C@H](Cc1c[nH]c2ccccc12)NC(=O)c1cnc(N2CCN(C)CC2)s1,-4.757790733333336,2.8817,3.9075000000000024,0.5743928863686469,0.6133856177330017,0.5813163659240269
LRRK2,CHEMBL3122113,CNc1nc(Nc2cn(C(C)(C)C#N)nc2C)ncc1C(F)(F)F,-3.936890666666668,2.8206,3.0443000000000016,0.889486535263782,0.5680604577064514,0.6997500099338658
LRRK2,CHEMBL3122113,CNc1nc(Nc2cn(C(C)(C)C#N)nc2C)ncc1C(F)(F)F,-3.936890666666668,2.8206,3.0443000000000016,0.889486535263782,0.5680604577064514,0.6997500099338658
LRRK2,CHEMBL3122113,CNc1nc(Nc2cn(C(C)(C)C#N)nc2C)ncc1C(F)(F)F,-3.936890666666668,2.8206,3.0443000000000016,0.889486535263782,0.5680604577064514,0.6997500099338658
LRRK2,CHEMBL3122113,CNc1nc(Nc2cn(C(C)(C)C#N)nc2C)ncc1C(F)(F)F,-3.936890666666668,2.8206,3.0443000000000016,0.889486535263782,0.5680604577064514,0.6997500099338658
LRRK2,CHEMBL3122113,CNc1nc(Nc2cn(C(C)(C)C#N)nc2C)ncc1C(F)(F)F,-3.936890666666668,2.8206,3.0443000000000016,0.889486535263782,0.5680604577064514,0.6997500099338658
LRRK2,CHEMBL3122113,CNc1nc(Nc2cn(C(C)(C)C#N)nc2C)ncc1C(F)(F)F,-3.936890666666668,2.8206,3.0443000000000016,0.889486535263782,0.5680604577064514,0.6997500099338658
LRRK2,CHEMBL3122113,CNc1nc(Nc2cn(C(C)(C)C#N)nc2C)ncc1C(F)(F)F,-3.936890666666668,2.8206,3.0443000000000016,0.889486535263782,0.5680604577064514,0.6997500099338658
LRRK2,CHEMBL3122113,CNc1nc(Nc2cn(C(C)(C)C#N)nc2C)ncc1C(F)(F)F,-3.936890666666668,2.8206,3.0443000000000016,0.889486535263782,0.5680604577064514,0.6997500099338658
LRRK2,CHEMBL3122113,CNc1nc(Nc2cn(C(C)(C)C#N)nc2C)ncc1C(F)(F)F,-3.936890666666668,2.8206,3.0443000000000016,0.889486535263782,0.5680604577064514,0.6997500099338658
LRRK2,CHEMBL3122113,CNc1nc(Nc2cn(C(C)(C)C#N)nc2C)ncc1C(F)(F)F,-3.936890666666668,2.8206,3.0443000000000016,0.889486535263782,0.5680604577064514,0.6997500099338658
LRRK2,CHEMBL3122113,CNc1nc(Nc2cn(C(C)(C)C#N)nc2C)ncc1C(F)(F)F,-3.936890666666668,2.8206,3.0443000000000016,0.889486535263782,0.5680604577064514,0.6997500099338658
LRRK2,CHEMBL3122113,CNc1nc(Nc2cn(C(C)(C)C#N)nc2C)ncc1C(F)(F)F,-3.936890666666668,2.8206,3.0443000000000016,0.889486535263782,0.5680604577064514,0.6997500099338658
GRIN1,CHEMBL742,CNC1(c2ccccc2Cl)CCCCC1=O,-3.28504,2.9457,2.897800000000001,0.8571565291687986,0.5063455104827881,0.7341125056058032
GRIN1,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,-2.6489864,2.9819,2.6941000000000006,0.6076471131693594,0.4477674961090088,0.6931741571181051
GRIN1,CHEMBL742,CNC1(c2ccccc2Cl)CCCCC1=O,-3.28504,2.9457,2.897800000000001,0.8571565291687986,0.5063455104827881,0.7341125056058032
GRIN1,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,-2.6489864,2.9819,2.6941000000000006,0.6076471131693594,0.4477674961090088,0.6931741571181051
GRIN1,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,-2.6489864,2.9819,2.6941000000000006,0.6076471131693594,0.4477674961090088,0.6931741571181051
GRIN1,CHEMBL742,CNC1(c2ccccc2Cl)CCCCC1=O,-3.28504,2.9457,2.897800000000001,0.8571565291687986,0.5063455104827881,0.7341125056058032
GRIN1,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,-2.6489864,2.9819,2.6941000000000006,0.6076471131693594,0.4477674961090088,0.6931741571181051
GRIN1,CHEMBL742,CNC1(c2ccccc2Cl)CCCCC1=O,-3.28504,2.9457,2.897800000000001,0.8571565291687986,0.5063455104827881,0.7341125056058032
GRIN1,CHEMBL1254766,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(O)cc13,-3.610073610526317,2.8866,3.080400000000002,0.7718143750897627,0.5054284334182739,0.6963743102909202
GRIN1,CHEMBL2106325,Cc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,-3.9776238105263166,2.9773,3.683220000000002,0.6832872587999643,0.5003812313079834,0.673049332037068
GRIN1,CHEMBL52440,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,-3.810246800000002,2.9742,3.3834000000000026,0.7761322150181271,0.5055086016654968,0.702402148005789
GRIN1,CHEMBL284237,C[C@]12N[C@H](Cc3ccccc31)c1ccccc12,-3.7192465411764717,2.9326,3.150500000000002,0.7202842359274376,0.5470251441001892,0.670852796724645
GRIN1,CHEMBL742,CNC1(c2ccccc2Cl)CCCCC1=O,-3.28504,2.9457,2.897800000000001,0.8571565291687986,0.5063455104827881,0.7341125056058032
GRIN1,CHEMBL159659,CCC(=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,-4.386655556521742,2.9605,4.292000000000004,0.7601212787758543,0.5686610341072083,0.665754962270159
GRIN1,CHEMBL350719,CCC(=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,-4.386655556521742,2.9605,4.292000000000004,0.7601212787758543,0.5686610341072083,0.665754962270159
GRIN1,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,-2.6489864,2.9819,2.6941000000000006,0.6076471131693594,0.4477674961090088,0.6931741571181051
GRIN1,CHEMBL52440,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,-3.810246800000002,2.9742,3.3834000000000026,0.7761322150181271,0.5055086016654968,0.702402148005789
GRIN1,CHEMBL162243,CC[C@H](O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,-4.267988756521741,2.8527,4.083800000000004,0.832496141486902,0.5621156692504883,0.6810243665404893
GRIN1,CHEMBL159660,CC[C@@H](O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,-4.267988756521741,2.8527,4.083800000000004,0.832496141486902,0.5621156692504883,0.6810243665404893
GRIN1,CHEMBL284237,C[C@]12N[C@H](Cc3ccccc31)c1ccccc12,-3.7192465411764717,2.9326,3.150500000000002,0.7202842359274376,0.5470251441001892,0.670852796724645
GRIN1,CHEMBL742,CNC1(c2ccccc2Cl)CCCCC1=O,-3.28504,2.9457,2.897800000000001,0.8571565291687986,0.5063455104827881,0.7341125056058032
GRIN1,CHEMBL159659,CCC(=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,-4.386655556521742,2.9605,4.292000000000004,0.7601212787758543,0.5686610341072083,0.665754962270159
GRIN1,CHEMBL350719,CCC(=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,-4.386655556521742,2.9605,4.292000000000004,0.7601212787758543,0.5686610341072083,0.665754962270159
GRIN1,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,-2.6489864,2.9819,2.6941000000000006,0.6076471131693594,0.4477674961090088,0.6931741571181051
GRIN1,CHEMBL52440,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,-3.810246800000002,2.9742,3.3834000000000026,0.7761322150181271,0.5055086016654968,0.702402148005789
GRIN1,CHEMBL159660,CC[C@@H](O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,-4.267988756521741,2.8527,4.083800000000004,0.832496141486902,0.5621156692504883,0.6810243665404893
GRIN1,CHEMBL284237,C[C@]12N[C@H](Cc3ccccc31)c1ccccc12,-3.7192465411764717,2.9326,3.150500000000002,0.7202842359274376,0.5470251441001892,0.670852796724645
GRIN1,CHEMBL742,CNC1(c2ccccc2Cl)CCCCC1=O,-3.28504,2.9457,2.897800000000001,0.8571565291687986,0.5063455104827881,0.7341125056058032
GRIN1,CHEMBL159659,CCC(=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,-4.386655556521742,2.9605,4.292000000000004,0.7601212787758543,0.5686610341072083,0.665754962270159
GRIN1,CHEMBL350719,CCC(=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,-4.386655556521742,2.9605,4.292000000000004,0.7601212787758543,0.5686610341072083,0.665754962270159
GRIN1,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,-2.6489864,2.9819,2.6941000000000006,0.6076471131693594,0.4477674961090088,0.6931741571181051
GRIN1,CHEMBL52440,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,-3.810246800000002,2.9742,3.3834000000000026,0.7761322150181271,0.5055086016654968,0.702402148005789
GRIN1,CHEMBL162243,CC[C@H](O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,-4.267988756521741,2.8527,4.083800000000004,0.832496141486902,0.5621156692504883,0.6810243665404893
GRIN1,CHEMBL159660,CC[C@@H](O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,-4.267988756521741,2.8527,4.083800000000004,0.832496141486902,0.5621156692504883,0.6810243665404893
GRIN1,CHEMBL284237,C[C@]12N[C@H](Cc3ccccc31)c1ccccc12,-3.7192465411764717,2.9326,3.150500000000002,0.7202842359274376,0.5470251441001892,0.670852796724645
GRIN1,CHEMBL742,CNC1(c2ccccc2Cl)CCCCC1=O,-3.28504,2.9457,2.897800000000001,0.8571565291687986,0.5063455104827881,0.7341125056058032
GRIN1,CHEMBL159659,CCC(=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,-4.386655556521742,2.9605,4.292000000000004,0.7601212787758543,0.5686610341072083,0.665754962270159
GRIN1,CHEMBL350719,CCC(=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,-4.386655556521742,2.9605,4.292000000000004,0.7601212787758543,0.5686610341072083,0.665754962270159
GRIN1,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,-2.6489864,2.9819,2.6941000000000006,0.6076471131693594,0.4477674961090088,0.6931741571181051
GRIN1,CHEMBL52440,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,-3.810246800000002,2.9742,3.3834000000000026,0.7761322150181271,0.5055086016654968,0.702402148005789
GRIN1,CHEMBL162243,CC[C@H](O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,-4.267988756521741,2.8527,4.083800000000004,0.832496141486902,0.5621156692504883,0.6810243665404893
GRIN1,CHEMBL159660,CC[C@@H](O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,-4.267988756521741,2.8527,4.083800000000004,0.832496141486902,0.5621156692504883,0.6810243665404893
